subjno,dayno,beep,group,emo1_m,emo2_m,emo3_m,emo4_m,emo5_m,emo6_m,emo7_m,emo8_m
3,24,5,1,38,0,31,35,35,0,17,54
3,24,6,1,47,0,48,41,18,0,15,38
3,25,1,1,57,0,62,62,0,2,9,13
3,25,2,1,53,0,43,63,0,0,7,10
3,25,3,1,56,3,65,63,0,1,0,12
3,25,4,1,53,0,53,59,0,0,8,12
3,25,5,1,58,0,65,62,0,0,0,0
3,25,6,1,56,0,66,69,0,0,0,0
3,26,1,1,53,0,54,55,0,0,0,9
3,26,2,1,53,0,54,61,0,0,0,13
3,26,3,1,47,0,62,60,0,12,0,19
3,26,4,1,58,11,55,66,0,0,0,20
3,26,5,1,52,0,53,53,0,0,0,16
3,26,6,1,53,0,63,59,0,2,8,20
3,27,1,1,50,0,69,61,0,0,0,15
3,27,2,1,53,0,61,53,0,0,4,16
3,27,3,1,53,0,66,61,0,0,0,11
3,27,4,1,50,0,71,61,0,2,0,30
3,27,5,1,39,0,50,47,0,0,18,35
3,27,6,1,33,0,39,30,37,0,46,49
3,28,1,1,52,0,52,56,8,0,0,12
3,28,2,1,53,0,48,57,0,0,0,14
3,28,3,1,48,0,55,53,0,9,8,16
3,28,4,1,46,0,53,53,0,0,0,12
3,28,5,1,48,0,53,53,0,0,16,15
3,28,6,1,51,0,54,66,0,0,11,19
3,29,1,1,53,0,53,58,0,0,0,8
3,29,2,1,51,0,58,54,0,0,14,12
3,29,3,1,52,0,55,57,0,0,0,15
3,29,4,1,53,0,60,59,0,0,0,12
3,29,5,1,54,1,65,60,0,0,0,0
3,29,6,1,,,,,,,,
3,30,1,1,48,0,68,53,0,0,19,0
3,30,2,1,47,0,53,49,0,0,14,14
3,30,3,1,43,0,35,32,0,8,21,39
3,30,4,1,51,0,34,52,0,0,12,0
3,30,5,1,30,0,38,31,33,0,46,65
3,30,6,1,32,0,36,33,25,14,50,72
3,31,1,1,54,2,58,54,18,2,0,9
3,31,2,1,,,,,,,,
3,31,3,1,38,0,33,37,30,22,18,59
3,31,4,1,48,0,53,48,12,7,0,58
3,31,5,1,51,0,55,53,7,10,19,24
3,31,6,1,47,0,53,53,8,0,16,32
3,32,1,1,35,0,36,28,15,0,21,70
3,32,2,1,47,0,52,47,0,0,30,53
3,32,3,1,56,0,60,53,12,0,13,26
3,32,4,1,74,0,78,81,0,0,0,0
3,32,5,1,,,,,,,,
3,32,6,1,53,19,50,62,0,0,0,2
3,33,1,1,36,0,54,45,12,0,12,53
3,33,2,1,50,0,52,47,7,0,10,53
3,33,3,1,46,0,56,52,0,18,14,47
3,33,4,1,57,0,67,61,4,0,18,36
3,33,5,1,55,0,53,53,0,0,17,35
3,33,6,1,51,0,53,55,12,12,12,27
3,34,1,1,48,0,56,49,9,8,12,53
3,34,2,1,53,0,56,55,0,7,15,22
3,34,3,1,53,0,54,57,5,5,9,34
3,34,4,1,,,,,,,,
3,34,5,1,55,0,65,58,3,4,9,31
3,34,6,1,46,0,54,52,11,0,27,39
3,35,1,1,53,0,68,63,0,0,5,13
3,35,2,1,53,1,55,60,0,0,10,16
3,35,3,1,53,0,60,58,3,14,10,18
3,35,4,1,37,0,43,43,16,0,25,52
3,35,5,1,34,0,35,33,65,27,61,60
3,35,6,1,22,0,21,22,60,55,69,64
3,36,1,1,31,3,53,32,41,42,47,52
3,36,2,1,47,0,49,44,17,13,34,53
3,36,3,1,47,0,54,45,31,0,0,56
3,36,4,1,47,0,51,37,45,20,30,55
3,36,5,1,54,13,62,54,0,17,8,33
3,36,6,1,46,0,39,46,28,13,38,48
3,37,1,1,,,,,,,,
3,37,2,1,,,,,,,,
3,37,3,1,53,0,57,66,0,0,14,20
3,37,4,1,53,0,49,54,19,13,0,21
3,37,5,1,53,0,46,53,16,0,18,55
3,37,6,1,52,0,71,67,12,0,20,32
3,38,1,1,,,,,,,,
3,38,2,1,,,,,,,,
3,38,3,1,53,0,46,60,13,0,15,22
3,38,4,1,,,,,,,,
3,38,5,1,52,1,55,51,14,0,9,15
3,38,6,1,53,1,53,55,28,0,17,34
3,39,1,1,,,,,,,,
3,39,2,1,49,0,43,52,14,0,23,52
3,39,3,1,45,0,54,47,10,10,38,52
3,39,4,1,52,0,54,53,0,0,18,32
3,39,5,1,52,1,53,45,34,11,27,54
3,39,6,1,58,0,54,56,21,0,0,59
3,40,1,1,53,0,61,53,0,0,14,21
3,40,2,1,53,0,62,53,0,0,0,21
3,40,3,1,53,0,45,54,16,0,17,47
3,40,4,1,45,0,54,54,5,29,25,37
3,40,5,1,41,0,52,45,18,17,19,30
3,40,6,1,34,0,46,31,68,13,68,73
4,1,1,1,,,,,,,,
4,1,2,1,,,,,,,,
4,1,3,1,44,61,40,58,27,43,51,35
4,1,4,1,49,59,52,57,20,60,30,20
4,1,5,1,55,58,35,56,17,64,32,15
4,1,6,1,42,58,41,34,15,59,33,26
4,2,1,1,,,,,,,,
4,2,2,1,,,,,,,,
4,2,3,1,,,,,,,,
4,2,4,1,37,35,57,38,16,50,39,24
4,2,5,1,35,27,46,27,49,28,42,37
4,2,6,1,39,28,55,33,36,39,57,41
4,3,1,1,45,30,34,28,18,38,34,21
4,3,2,1,40,30,37,38,59,38,37,40
4,3,3,1,37,32,59,15,0,41,56,26
4,3,4,1,39,58,65,60,19,27,34,35
4,3,5,1,46,69,60,64,22,36,33,24
4,3,6,1,37,40,39,32,64,37,57,56
4,4,1,1,36,32,29,20,62,38,66,39
4,4,2,1,34,31,35,16,70,32,66,14
4,4,3,1,45,57,37,42,28,40,36,16
4,4,4,1,55,60,59,42,33,27,34,23
4,4,5,1,57,57,63,59,19,39,33,15
4,4,6,1,43,42,28,57,20,57,34,12
4,5,1,1,34,24,20,28,68,43,59,26
4,5,2,1,,,,,,,,
4,5,3,1,31,31,44,56,28,43,41,29
4,5,4,1,,,,,,,,
4,5,5,1,58,61,49,65,25,33,29,25
4,5,6,1,,,,,,,,
4,6,1,1,,,,,,,,
4,6,2,1,60,59,65,59,29,32,28,20
4,6,3,1,,,,,,,,
4,6,4,1,,,,,,,,
4,6,5,1,,,,,,,,
4,6,6,1,,,,,,,,
4,7,1,1,51,57,39,59,25,28,26,29
4,7,2,1,41,23,38,45,23,29,27,30
4,7,3,1,61,62,34,43,35,38,30,33
4,7,4,1,33,26,25,36,39,41,59,28
4,7,5,1,,,,,,,,
4,7,6,1,,,,,,,,
4,8,1,1,60,39,29,62,30,30,26,29
4,8,2,1,,,,,,,,
4,8,3,1,59,37,31,35,36,61,43,25
4,8,4,1,65,61,36,38,30,60,37,29
4,8,5,1,48,39,34,56,15,40,34,19
4,8,6,1,32,29,36,36,32,37,51,58
4,9,1,1,44,61,59,42,12,37,34,26
4,9,2,1,52,32,38,55,21,23,36,18
4,9,3,1,,,,,,,,
4,9,4,1,23,25,27,63,17,26,26,29
4,9,5,1,,,,,,,,
4,9,6,1,,,,,,,,
4,10,1,1,64,65,67,72,28,30,13,25
4,10,2,1,20,23,30,61,23,25,27,20
4,10,3,1,,,,,,,,
4,10,4,1,7,21,22,0,69,22,71,7
4,10,5,1,20,27,27,24,61,15,61,25
4,10,6,1,34,36,33,42,35,28,35,25
4,11,1,1,28,27,35,27,67,29,58,17
4,11,2,1,33,29,31,27,28,32,56,33
4,11,3,1,30,30,42,28,28,32,30,31
4,11,4,1,31,31,29,26,73,29,37,24
4,11,5,1,,,,,,,,
4,11,6,1,59,37,37,46,21,29,25,40
4,12,1,1,,,,,,,,
4,12,2,1,29,29,21,29,67,46,66,23
4,12,3,1,56,60,40,37,20,41,59,24
4,12,4,1,,,,,,,,
4,12,5,1,49,51,56,59,19,24,49,35
4,12,6,1,65,33,49,63,23,24,14,27
4,13,1,1,39,42,23,32,41,42,24,22
4,13,2,1,30,31,33,33,31,33,35,22
4,13,3,1,60,61,41,38,15,13,21,14
4,13,4,1,,,,,,,,
4,13,5,1,37,57,35,55,24,20,33,19
4,13,6,1,54,67,63,59,10,38,49,6
4,14,1,1,40,32,32,18,0,23,24,3
4,14,2,1,45,29,22,16,17,10,28,28
4,14,3,1,25,25,6,26,31,14,20,10
4,14,4,1,,,,,,,,
4,14,5,1,40,27,25,27,29,28,49,26
4,14,6,1,,,,,,,,
4,15,1,1,67,64,28,56,16,20,18,26
4,15,2,1,35,38,28,38,37,19,17,22
4,15,3,1,36,50,31,52,31,28,50,24
4,15,4,1,,,,,,,,
4,15,5,1,62,65,37,62,11,25,22,23
4,15,6,1,50,51,31,43,17,25,25,12
4,16,1,1,,,,,,,,
4,16,2,1,,,,,,,,
4,16,3,1,33,30,35,28,69,15,35,25
4,16,4,1,20,28,12,15,74,52,74,64
4,16,5,1,33,29,18,47,64,39,60,56
4,16,6,1,,,,,,,,
4,17,1,1,33,35,27,32,34,38,32,28
4,17,2,1,39,55,34,37,27,59,30,33
4,17,3,1,48,37,40,54,32,32,38,37
4,17,4,1,36,43,40,23,26,57,40,30
4,17,5,1,,,,,,,,
4,17,6,1,,,,,,,,
4,18,1,1,62,58,27,26,14,16,22,19
4,18,2,1,,,,,,,,
4,18,3,1,,,,,,,,
4,18,4,1,40,68,31,30,19,25,31,12
4,18,5,1,73,72,65,63,34,97,19,12
4,18,6,1,72,67,27,23,38,25,22,33
4,19,1,1,39,42,25,35,57,31,33,31
4,19,2,1,35,37,32,29,60,33,37,36
4,19,3,1,,,,,,,,
4,19,4,1,30,31,34,29,34,30,25,24
4,19,5,1,30,36,21,26,41,35,41,34
4,19,6,1,28,26,34,29,31,62,59,53
4,20,1,1,,,,,,,,
4,20,2,1,,,,,,,,
4,20,3,1,51,54,39,40,20,95,19,23
4,20,4,1,36,37,26,43,33,39,38,24
4,20,5,1,25,17,15,16,60,16,56,17
4,20,6,1,33,29,29,31,25,56,32,35
4,21,1,1,44,44,39,35,21,31,20,29
4,21,2,1,30,62,50,44,12,12,18,37
4,21,3,1,26,27,28,21,33,43,17,27
4,21,4,1,35,33,13,38,32,23,33,35
4,21,5,1,,,,,,,,
4,21,6,1,,,,,,,,
4,22,1,1,33,30,20,22,25,39,25,23
4,22,2,1,52,42,30,20,35,41,38,30
4,22,3,1,37,37,34,26,29,28,32,29
4,22,4,1,,,,,,,,
4,22,5,1,,,,,,,,
4,22,6,1,32,34,32,67,23,33,41,26
4,23,1,1,55,30,30,57,17,11,29,22
4,23,2,1,59,20,46,39,29,27,17,45
4,23,3,1,,,,,,,,
4,23,4,1,,,,,,,,
4,23,5,1,,,,,,,,
4,23,6,1,52,51,42,29,23,31,27,29
4,24,1,1,24,28,22,21,65,40,67,25
4,24,2,1,,,,,,,,
4,24,3,1,30,29,27,48,50,37,68,36
4,24,4,1,45,45,32,38,30,38,24,26
4,24,5,1,48,40,27,22,38,35,28,49
4,24,6,1,22,20,29,19,74,73,79,67
4,25,1,1,,,,,,,,
4,25,2,1,19,28,24,22,23,35,61,54
4,25,3,1,40,28,33,28,34,30,32,19
4,25,4,1,,,,,,,,
4,25,5,1,,,,,,,,
4,25,6,1,,,,,,,,
4,26,1,1,56,37,55,57,23,28,25,21
4,26,2,1,,,,,,,,
4,26,3,1,65,38,47,58,12,25,22,20
4,26,4,1,38,36,35,40,40,27,41,19
4,26,5,1,41,30,34,45,17,24,27,18
4,26,6,1,54,19,31,35,14,24,31,30
4,27,1,1,,,,,,,,
4,27,2,1,,,,,,,,
4,27,3,1,60,61,30,42,17,16,24,20
4,27,4,1,41,38,32,29,15,36,29,16
4,27,5,1,35,34,72,26,35,55,28,38
4,27,6,1,,,,,,,,
4,28,1,1,55,56,21,26,12,26,29,23
4,28,2,1,,,,,,,,
4,28,3,1,38,34,21,28,53,46,58,62
4,28,4,1,26,28,27,19,54,35,63,41
4,28,5,1,29,37,27,32,53,58,60,70
4,28,6,1,33,35,33,36,38,44,58,64
4,29,1,1,,,,,,,,
4,29,2,1,52,51,41,40,23,22,24,43
4,29,3,1,58,41,36,25,22,35,43,14
4,29,4,1,,,,,,,,
4,29,5,1,53,52,41,39,23,40,35,33
4,29,6,1,56,39,27,34,52,30,30,26
4,30,1,1,57,29,25,35,21,23,26,22
4,30,2,1,57,41,29,39,29,32,48,31
4,30,3,1,49,41,60,58,31,23,27,29
4,30,4,1,,,,,,,,
4,30,5,1,53,36,38,29,32,29,38,23
4,30,6,1,30,41,36,42,60,29,64,5
4,31,1,1,50,51,56,54,15,25,23,14
4,31,2,1,38,31,38,61,45,21,29,20
4,31,3,1,49,32,32,22,21,32,39,21
4,31,4,1,39,35,34,36,32,27,42,24
4,31,5,1,56,29,43,44,34,28,40,17
4,31,6,1,44,46,39,55,14,15,21,16
4,32,1,1,60,57,46,51,17,24,35,16
4,32,2,1,58,53,61,62,17,8,17,13
4,32,3,1,62,43,57,47,16,15,17,26
4,32,4,1,56,55,49,50,22,24,14,34
4,32,5,1,53,59,55,69,18,19,13,20
4,32,6,1,57,57,69,63,5,19,18,9
4,33,1,1,58,34,36,56,16,15,21,18
4,33,2,1,,,,,,,,
4,33,3,1,56,56,31,45,15,19,9,12
4,33,4,1,59,57,22,42,34,23,22,18
4,33,5,1,57,54,37,19,16,23,26,20
4,33,6,1,,,,,,,,
4,34,1,1,56,59,37,31,23,22,33,22
4,34,2,1,,,,,,,,
4,34,3,1,55,56,27,27,15,22,14,21
4,34,4,1,57,57,48,39,26,18,19,23
4,34,5,1,54,56,52,44,23,18,21,19
4,34,6,1,62,56,59,35,27,14,18,11
4,35,1,1,55,54,28,55,23,22,20,21
4,35,2,1,,,,,,,,
4,35,3,1,57,37,31,32,18,28,26,32
4,35,4,1,61,30,35,29,16,13,22,12
4,35,5,1,58,41,42,31,11,24,33,15
4,35,6,1,,,,,,,,
4,36,1,1,23,30,24,6,63,20,60,67
4,36,2,1,31,38,21,8,55,28,63,57
4,36,3,1,,,,,,,,
4,36,4,1,,,,,,,,
4,36,5,1,32,23,20,12,40,15,70,56
4,36,6,1,27,26,24,46,17,23,67,55
4,37,1,1,58,34,38,30,11,100,15,12
4,37,2,1,,,,,,,,
4,37,3,1,54,30,21,51,7,23,37,0
4,37,4,1,56,56,41,57,20,13,13,17
4,37,5,1,53,31,56,58,20,8,44,4
4,37,6,1,52,55,38,64,20,12,25,22
4,38,1,1,45,49,43,43,20,20,30,3
4,38,2,1,46,28,29,13,42,21,36,11
4,38,3,1,33,23,9,15,37,16,54,0
4,38,4,1,,,,,,,,
4,38,5,1,41,36,26,27,14,32,32,13
4,38,6,1,49,51,25,24,17,7,44,14
4,39,1,1,58,52,32,16,22,33,28,22
4,39,2,1,,,,,,,,
4,39,3,1,46,21,24,33,17,30,41,27
4,39,4,1,51,49,19,17,28,66,24,23
4,39,5,1,,,,,,,,
4,39,6,1,27,38,26,15,31,24,54,39
4,40,1,1,48,41,31,24,16,24,43,28
4,40,2,1,31,24,38,33,15,29,33,19
4,40,3,1,45,28,38,16,97,23,28,16
4,40,4,1,55,45,42,49,15,20,37,18
4,40,5,1,45,22,39,25,30,23,18,13
4,40,6,1,60,39,34,48,46,29,31,23
6,1,1,2,73,52,31,64,14,12,19,0
6,1,2,2,72,67,78,67,0,0,8,0
6,1,3,2,77,66,76,82,40,2,0,0
6,1,4,2,17,8,11,29,64,11,75,29
6,1,5,2,77,34,73,44,13,13,8,5
6,1,6,2,76,23,88,69,18,18,27,0
6,2,1,2,81,23,70,64,0,0,1,0
6,2,2,2,,,,,,,,
6,2,3,2,66,29,68,21,7,39,7,3
6,2,4,2,67,9,73,73,4,11,14,32
6,2,5,2,66,10,61,19,0,38,7,0
6,2,6,2,77,24,79,80,5,3,4,0
6,3,1,2,74,25,71,75,0,0,1,1
6,3,2,2,83,73,80,82,0,0,3,0
6,3,3,2,82,77,68,74,0,1,0,4
6,3,4,2,66,65,57,79,0,0,1,1
6,3,5,2,,,,,,,,
6,3,6,2,,,,,,,,
6,4,1,2,,,,,,,,
6,4,2,2,80,15,21,72,1,0,0,0
6,4,3,2,78,65,77,87,0,1,0,0
6,4,4,2,67,11,28,69,0,3,2,1
6,4,5,2,70,30,78,71,0,1,0,1
6,4,6,2,,,,,,,,
6,5,1,2,66,37,66,33,3,0,0,3
6,5,2,2,61,68,76,74,0,0,0,0
6,5,3,2,78,74,79,76,1,0,0,0
6,5,4,2,80,18,43,32,0,0,0,0
6,5,5,2,73,23,14,26,0,1,0,0
6,5,6,2,18,16,29,13,64,2,27,61
6,6,1,2,69,72,76,80,0,6,0,0
6,6,2,2,,,,,,,,
6,6,3,2,71,18,71,67,0,0,0,3
6,6,4,2,68,24,23,37,0,2,0,0
6,6,5,2,77,27,25,45,1,0,0,0
6,6,6,2,86,40,67,71,0,0,0,0
6,7,1,2,,,,,,,,
6,7,2,2,,,,,,,,
6,7,3,2,71,61,76,71,2,0,0,0
6,7,4,2,,,,,,,,
6,7,5,2,,,,,,,,
6,7,6,2,,,,,,,,
6,8,1,2,,,,,,,,
6,8,2,2,60,26,61,60,18,2,17,3
6,8,3,2,,,,,,,,
6,8,4,2,,,,,,,,
6,8,5,2,,,,,,,,
6,8,6,2,,,,,,,,
6,9,1,2,,,,,,,,
6,9,2,2,,,,,,,,
6,9,3,2,67,29,23,78,0,19,0,0
6,9,4,2,74,65,71,82,1,0,0,0
6,9,5,2,,,,,,,,
6,9,6,2,,,,,,,,
6,10,1,2,75,21,74,73,0,0,1,1
6,10,2,2,,,,,,,,
6,10,3,2,83,73,73,77,0,0,0,0
6,10,4,2,73,62,86,77,0,0,0,0
6,10,5,2,77,25,67,79,0,4,0,0
6,10,6,2,75,15,79,80,1,0,1,0
6,11,1,2,82,69,81,58,0,2,0,0
6,11,2,2,,,,,,,,
6,11,3,2,76,74,30,71,3,2,0,1
6,11,4,2,29,11,23,19,19,29,1,0
6,11,5,2,,,,,,,,
6,11,6,2,25,14,18,14,32,0,16,15
6,12,1,2,,,,,,,,
6,12,2,2,,,,,,,,
6,12,3,2,,,,,,,,
6,12,4,2,,,,,,,,
6,12,5,2,,,,,,,,
6,12,6,2,77,72,69,67,1,0,0,1
6,13,1,2,,,,,,,,
6,13,2,2,,,,,,,,
6,13,3,2,70,17,32,16,2,2,3,0
6,13,4,2,72,16,26,37,0,5,0,0
6,13,5,2,18,16,31,19,0,1,0,6
6,13,6,2,19,18,19,24,5,0,0,3
6,14,1,2,74,24,25,64,0,13,0,0
6,14,2,2,,,,,,,,
6,14,3,2,,,,,,,,
6,14,4,2,,,,,,,,
6,14,5,2,,,,,,,,
6,14,6,2,,,,,,,,
6,15,1,2,20,20,12,23,22,8,66,14
6,15,2,2,,,,,,,,
6,15,3,2,66,16,24,25,0,0,0,0
6,15,4,2,40,21,75,55,1,1,0,5
6,15,5,2,,,,,,,,
6,15,6,2,,,,,,,,
6,16,1,2,64,23,29,64,0,0,0,2
6,16,2,2,,,,,,,,
6,16,3,2,,,,,,,,
6,16,4,2,,,,,,,,
6,16,5,2,65,25,29,28,7,0,13,0
6,16,6,2,76,12,10,23,0,5,12,8
6,17,1,2,70,25,21,37,4,0,1,3
6,17,2,2,67,20,24,80,0,1,0,0
6,17,3,2,58,11,20,24,1,6,1,1
6,17,4,2,64,38,19,46,0,0,0,0
6,17,5,2,65,0,87,70,0,0,1,0
6,17,6,2,71,28,66,67,0,3,0,1
6,18,1,2,,,,,,,,
6,18,2,2,,,,,,,,
6,18,3,2,,,,,,,,
6,18,4,2,24,11,22,18,1,7,9,6
6,18,5,2,23,19,19,12,8,0,10,0
6,18,6,2,42,13,34,21,2,4,1,2
6,19,1,2,,,,,,,,
6,19,2,2,,,,,,,,
6,19,3,2,57,65,39,70,1,0,4,0
6,19,4,2,17,18,25,28,1,0,0,19
6,19,5,2,,,,,,,,
6,19,6,2,66,23,25,75,0,2,0,2
6,20,1,2,56,28,34,28,2,1,0,0
6,20,2,2,,,,,,,,
6,20,3,2,67,26,25,34,0,0,2,0
6,20,4,2,67,19,73,35,3,1,0,2
6,20,5,2,67,19,73,35,3,1,0,2
6,20,6,2,67,19,73,35,3,1,0,2
6,21,1,2,,,,,,,,
6,21,2,2,,,,,,,,
6,21,3,2,,,,,,,,
6,21,4,2,,,,,,,,
6,21,5,2,,,,,,,,
6,21,6,2,,,,,,,,
6,22,1,2,,,,,,,,
6,22,2,2,,,,,,,,
6,22,3,2,,,,,,,,
6,22,4,2,,,,,,,,
6,22,5,2,,,,,,,,
6,22,6,2,,,,,,,,
6,23,1,2,,,,,,,,
6,23,2,2,64,14,62,32,0,2,1,0
6,23,3,2,66,26,75,25,1,5,1,1
6,23,4,2,69,32,40,36,0,2,8,10
6,23,5,2,22,7,24,32,0,14,16,2
6,23,6,2,,,,,,,,
6,24,1,2,26,20,17,18,7,4,11,11
6,24,2,2,34,13,37,20,8,1,7,11
6,24,3,2,57,34,25,33,11,5,9,7
6,24,4,2,,,,,,,,
6,24,5,2,60,21,29,24,3,1,2,0
6,24,6,2,69,31,30,30,0,58,0,0
6,25,1,2,44,22,29,54,21,0,8,9
6,25,2,2,64,28,71,75,1,2,3,3
6,25,3,2,67,25,69,62,0,0,4,0
6,25,4,2,78,22,65,62,1,0,4,0
6,25,5,2,,,,,,,,
6,25,6,2,68,31,75,67,3,7,3,0
6,26,1,2,,,,,,,,
6,26,2,2,,,,,,,,
6,26,3,2,,,,,,,,
6,26,4,2,73,24,56,46,4,12,23,1
6,26,5,2,16,18,31,22,0,0,23,0
6,26,6,2,64,24,20,16,20,7,30,76
6,27,1,2,66,29,32,28,0,0,5,0
6,27,2,2,32,9,28,25,11,5,15,17
6,27,3,2,25,19,69,27,2,13,4,1
6,27,4,2,30,15,34,33,7,11,12,8
6,27,5,2,,,,,,,,
6,27,6,2,52,19,66,24,9,13,8,4
6,28,1,2,60,42,66,59,4,3,0,2
6,28,2,2,70,20,67,70,0,2,0,0
6,28,3,2,65,51,36,43,1,4,0,2
6,28,4,2,67,22,73,70,1,0,0,0
6,28,5,2,71,18,64,64,0,1,1,2
6,28,6,2,61,20,80,67,0,2,25,5
6,29,1,2,63,28,60,58,3,0,0,3
6,29,2,2,69,29,66,33,0,0,0,4
6,29,3,2,37,16,35,14,3,1,4,4
6,29,4,2,26,13,26,39,1,0,0,6
6,29,5,2,32,11,27,15,8,0,7,0
6,29,6,2,67,23,35,34,0,3,0,1
6,30,1,2,67,26,33,71,3,4,4,1
6,30,2,2,41,17,15,36,0,6,7,0
6,30,3,2,,,,,,,,
6,30,4,2,27,9,69,55,1,4,0,0
6,30,5,2,55,23,28,30,4,0,4,2
6,30,6,2,29,20,73,20,1,2,0,0
6,31,1,2,82,88,100,93,2,0,1,0
6,31,2,2,,,,,,,,
6,31,3,2,61,33,71,70,0,0,0,0
6,31,4,2,72,51,79,72,0,3,0,0
6,31,5,2,69,38,73,72,1,2,3,0
6,31,6,2,76,61,76,70,0,1,2,2
6,32,1,2,65,25,70,77,5,6,0,0
6,32,2,2,90,72,71,76,2,3,0,3
6,32,3,2,71,72,75,92,1,3,1,0
6,32,4,2,77,58,69,72,3,4,2,3
6,32,5,2,81,78,86,87,0,0,4,0
6,32,6,2,76,63,90,94,0,4,1,0
6,33,1,2,,,,,,,,
6,33,2,2,32,13,31,48,0,0,9,17
6,33,3,2,75,35,71,73,0,7,0,1
6,33,4,2,65,29,61,58,4,1,1,10
6,33,5,2,62,32,54,40,5,4,2,1
6,33,6,2,69,59,66,66,3,3,5,3
6,34,1,2,,,,,,,,
6,34,2,2,72,58,78,69,0,5,0,0
6,34,3,2,64,69,65,66,0,0,0,0
6,34,4,2,73,58,74,70,4,0,0,2
6,34,5,2,,,,,,,,
6,34,6,2,67,29,89,78,1,9,0,2
6,35,1,2,80,62,69,69,0,3,0,0
6,35,2,2,80,62,33,33,1,0,0,0
6,35,3,2,35,23,18,19,3,1,6,7
6,35,4,2,32,29,32,31,12,1,19,10
6,35,5,2,,,,,,,,
6,35,6,2,69,70,70,70,3,0,0,0
6,36,1,2,66,33,27,37,9,0,0,0
6,36,2,2,73,19,67,66,2,4,0,0
6,36,3,2,73,35,63,66,0,4,0,0
6,36,4,2,70,66,33,34,0,0,0,0
6,36,5,2,67,21,22,70,0,2,0,0
6,36,6,2,65,31,32,69,4,3,0,0
6,37,1,2,69,29,27,32,0,3,2,3
6,37,2,2,62,35,35,67,6,4,3,0
6,37,3,2,,,,,,,,
6,37,4,2,,,,,,,,
6,37,5,2,82,30,65,38,2,1,2,3
6,37,6,2,71,29,62,62,0,4,0,2
6,38,1,2,75,53,30,26,2,0,0,3
6,38,2,2,64,35,36,33,3,4,15,13
6,38,3,2,34,28,36,44,2,1,12,4
6,38,4,2,35,9,56,73,0,2,64,3
6,38,5,2,67,26,62,67,0,0,0,0
6,38,6,2,70,35,73,65,1,4,2,1
6,39,1,2,33,24,82,38,0,0,0,0
6,39,2,2,64,30,59,34,2,3,0,7
6,39,3,2,68,35,63,57,0,2,7,2
6,39,4,2,61,33,64,64,0,1,5,0
6,39,5,2,67,58,58,39,0,3,0,2
6,39,6,2,26,10,32,22,0,0,0,0
6,40,1,2,37,28,50,58,0,0,7,1
6,40,2,2,62,30,78,61,4,4,6,2
6,40,3,2,70,61,59,63,0,0,0,2
6,40,4,2,70,62,59,55,0,0,0,0
6,40,5,2,,,,,,,,
6,40,6,2,69,33,83,28,1,9,3,0
7,1,1,2,32,83,29,0,91,79,75,63
7,1,2,2,21,36,0,14,89,83,70,13
7,1,3,2,81,67,75,67,0,10,65,0
7,1,4,2,0,0,4,0,100,84,97,19
7,1,5,2,75,74,77,75,32,69,32,14
7,1,6,2,85,86,80,85,0,0,2,18
7,2,1,2,76,12,67,75,0,0,0,0
7,2,2,2,87,89,93,91,0,14,4,0
7,2,3,2,85,65,79,68,0,3,0,0
7,2,4,2,24,23,23,14,1,83,0,2
7,2,5,2,95,100,100,100,0,0,0,1
7,2,6,2,61,100,18,18,48,0,76,80
7,3,1,2,,,,,,,,
7,3,2,2,85,100,91,79,0,0,6,1
7,3,3,2,79,89,73,90,0,4,0,0
7,3,4,2,76,18,16,21,0,0,79,0
7,3,5,2,81,49,80,66,1,2,0,0
7,3,6,2,60,21,20,68,73,0,0,0
7,4,1,2,45,3,64,66,0,0,0,0
7,4,2,2,82,79,85,87,0,2,1,0
7,4,3,2,94,100,78,92,4,4,0,3
7,4,4,2,82,30,82,79,0,0,0,3
7,4,5,2,,,,,,,,
7,4,6,2,91,79,100,86,3,0,0,4
7,5,1,2,72,22,77,80,2,0,0,3
7,5,2,2,80,62,81,81,0,6,4,0
7,5,3,2,78,26,59,69,0,0,2,0
7,5,4,2,80,19,76,72,1,3,0,0
7,5,5,2,59,26,20,23,0,72,2,0
7,5,6,2,0,0,15,1,81,79,95,98
7,6,1,2,23,0,66,17,82,0,87,91
7,6,2,2,30,61,77,71,74,0,79,77
7,6,3,2,64,30,69,16,0,0,0,0
7,6,4,2,70,22,13,28,0,0,0,70
7,6,5,2,92,69,82,81,3,0,0,67
7,6,6,2,75,60,73,62,0,0,14,20
7,7,1,2,69,21,71,66,0,0,0,0
7,7,2,2,79,23,69,72,1,0,0,12
7,7,3,2,66,27,70,67,0,0,9,0
7,7,4,2,76,39,79,76,2,4,0,0
7,7,5,2,74,9,77,73,1,0,0,0
7,7,6,2,76,65,71,71,0,0,0,0
7,8,1,2,32,55,16,23,0,0,0,0
7,8,2,2,,,,,,,,
7,8,3,2,67,67,66,67,0,1,0,0
7,8,4,2,31,33,1,32,0,0,0,1
7,8,5,2,29,62,72,29,82,66,28,59
7,8,6,2,53,14,31,32,5,2,14,0
7,9,1,2,53,19,66,64,0,0,0,2
7,9,2,2,64,67,67,63,0,0,0,0
7,9,3,2,65,29,33,30,0,1,22,0
7,9,4,2,70,64,69,64,4,0,4,6
7,9,5,2,72,54,68,62,0,0,0,35
7,9,6,2,70,66,65,60,0,0,0,8
7,10,1,2,63,27,60,61,0,0,0,2
